2004.78576	  -2.12	   5.80	2004.00	288.00
2004.78850	  -2.53	   2.80	2004.00	289.00
2004.79124	  -0.54	   2.80	2004.00	290.00
2004.79398	   4.25	   2.80	2004.00	291.00
2004.79671	   1.44	   2.80	2004.00	292.00
2004.79945	   9.93	   2.90	2004.00	293.00
2004.80219	  11.12	   2.80	2004.00	294.00
2004.80493	   3.51	   2.80	2004.00	295.00
2004.80767	   1.29	   2.90	2004.00	296.00
2004.81040	  -1.62	   2.80	2004.00	297.00
2004.81314	  -5.23	   2.90	2004.00	298.00
2004.81588	  -7.04	   2.90	2004.00	299.00
2004.81862	  -2.35	   2.90	2004.00	300.00
2004.82136	  -9.36	   2.90	2004.00	301.00
2004.82409	  -2.27	   2.80	2004.00	302.00
2004.82683	  -4.88	   2.80	2004.00	303.00
2004.82957	  -3.69	   2.90	2004.00	304.00
2004.83231	  -7.21	   2.80	2004.00	305.00
2004.83504	  -4.82	   2.80	2004.00	306.00
2004.83778	   1.37	   2.80	2004.00	307.00
2004.84052	  -3.64	   2.90	2004.00	308.00
2004.84326	  -2.95	   2.70	2004.00	309.00
2004.84600	  -4.06	   2.80	2004.00	310.00
2004.84873	  -2.27	   2.80	2004.00	311.00
2004.85147	  -2.38	   2.80	2004.00	312.00
2004.85421	  -0.89	   3.10	2004.00	313.00
2004.85695	  -1.70	   2.80	2004.00	314.00
2004.85969	  -1.02	   2.80	2004.00	315.00
2004.86242	  -0.43	   2.90	2004.00	316.00
2004.86516	  -0.34	   2.80	2004.00	317.00
2004.86790	   1.25	   2.70	2004.00	318.00
2004.87064	  -0.96	   2.80	2004.00	319.00
2004.87337	   5.03	   2.80	2004.00	320.00
2004.87611	   0.02	   2.80	2004.00	321.00
2004.87885	   2.21	   2.70	2004.00	322.00
2004.88159	   6.50	   2.80	2004.00	323.00
2004.88433	   8.68	   2.90	2004.00	324.00
2004.88706	   5.87	   2.80	2004.00	325.00
2004.88980	   1.56	   2.70	2004.00	326.00
2004.89254	  -8.95	   2.80	2004.00	327.00
2004.89802	  -2.37	   2.80	2004.00	329.00
2004.90075	   1.62	   2.90	2004.00	330.00
2004.90349	  -0.19	   2.90	2004.00	331.00
2004.90623	  -1.20	   2.80	2004.00	332.00
2004.90897	   0.09	   2.80	2004.00	333.00
2004.91170	   1.87	   2.80	2004.00	334.00
2004.91444	   4.36	   2.70	2004.00	335.00
2004.91718	  -1.25	   2.80	2004.00	336.00
2004.91992	  -0.86	   2.90	2004.00	337.00
2004.92266	  -0.17	   2.90	2004.00	338.00
2004.92539	   5.32	   2.80	2004.00	339.00
2004.92813	   4.21	   2.70	2004.00	340.00
2004.93087	   4.50	   2.80	2004.00	341.00
2004.93361	   9.29	   2.90	2004.00	342.00
2004.93634	  11.57	   3.00	2004.00	343.00
2004.93908	   8.66	   2.90	2004.00	344.00
2004.94182	   6.65	   2.90	2004.00	345.00
2004.94456	   3.24	   2.80	2004.00	346.00
2004.94730	   1.13	   2.80	2004.00	347.00
2004.95003	   8.12	   2.80	2004.00	348.00
2004.95277	   9.71	   2.90	2004.00	349.00
2004.95825	   4.89	   2.90	2004.00	351.00
2004.96099	   1.77	   2.80	2004.00	352.00
2004.96646	  -0.75	   2.80	2004.00	354.00
2004.97741	  -9.49	   2.80	2004.00	358.00
2004.98015	   2.20	   2.70	2004.00	359.00
2004.98289	   8.39	   2.80	2004.00	360.00
2004.98563	  14.98	   2.90	2004.00	361.00
2004.98836	  12.96	   2.90	2004.00	362.00
2004.99110	   3.85	   2.90	2004.00	363.00
2004.99384	   1.24	   2.90	2004.00	364.00
2004.99658	   1.83	   2.90	2004.00	365.00
2004.99932	   5.22	   2.90	2004.00	366.00
2005.00000	   8.02	   2.90	2005.00	  1.00
2005.00274	   7.11	   2.90	2005.00	  2.00
2005.00548	   4.59	   2.90	2005.00	  3.00
2005.00821	   5.58	   2.90	2005.00	  4.00
2005.01095	   2.87	   2.90	2005.00	  5.00
2005.01369	   6.46	   2.90	2005.00	  6.00
2005.01643	  14.75	   2.90	2005.00	  7.00
2005.02464	  13.52	   2.80	2005.00	 10.00
2005.02738	  12.91	   2.80	2005.00	 11.00
2005.03012	   4.70	   2.80	2005.00	 12.00
2005.03285	   5.58	   3.00	2005.00	 13.00
2005.03559	   1.87	   3.00	2005.00	 14.00
2005.03833	   0.56	   2.90	2005.00	 15.00
2005.04381	  12.84	   2.80	2005.00	 17.00
2005.04654	   5.43	   2.90	2005.00	 18.00
2005.04928	   7.42	   2.90	2005.00	 19.00
2005.05202	   4.71	   2.90	2005.00	 20.00
2005.05476	   5.10	   2.80	2005.00	 21.00
2005.05749	   3.88	   2.80	2005.00	 22.00
2005.06023	   4.57	   2.80	2005.00	 23.00
2005.06297	   3.56	   2.80	2005.00	 24.00
2005.06571	   5.05	   2.80	2005.00	 25.00
2005.06845	   9.34	   2.80	2005.00	 26.00
2005.07118	   1.63	   2.80	2005.00	 27.00
2005.07392	   4.52	   2.80	2005.00	 28.00
2005.07666	   5.21	   2.80	2005.00	 29.00
2005.07940	   5.10	   2.80	2005.00	 30.00
2005.08214	   2.58	   2.80	2005.00	 31.00
2005.08487	   0.17	   2.80	2005.00	 32.00
2005.08761	   2.56	   2.80	2005.00	 33.00
2005.09035	   1.55	   2.80	2005.00	 34.00
2005.09309	   3.14	   2.80	2005.00	 35.00
2005.09582	  -0.07	   2.80	2005.00	 36.00
2005.09856	  -2.48	   2.80	2005.00	 37.00
2005.10678	  -2.81	   2.80	2005.00	 40.00
2005.10951	  -0.33	   2.80	2005.00	 41.00
2005.11225	   1.36	   2.70	2005.00	 42.00
2005.11499	   2.65	   2.80	2005.00	 43.00
2005.11773	   3.04	   2.70	2005.00	 44.00
2005.12047	   3.03	   2.70	2005.00	 45.00
2005.12320	   3.22	   2.70	2005.00	 46.00
2005.12594	   2.51	   2.70	2005.00	 47.00
2005.12868	   1.90	   2.80	2005.00	 48.00
2005.13142	   2.09	   2.80	2005.00	 49.00
2005.13415	   2.47	   2.80	2005.00	 50.00
2005.13689	   2.06	   2.80	2005.00	 51.00
