2005.08761	  -6.60	   8.10	2005.00	 33.00
2005.09035	  -4.60	   8.10	2005.00	 34.00
2005.09309	   4.21	   8.30	2005.00	 35.00
2005.09582	  16.11	   8.10	2005.00	 36.00
2005.09856	  16.12	   8.10	2005.00	 37.00
2005.10130	  16.72	   8.10	2005.00	 38.00
2005.10404	   0.82	   8.20	2005.00	 39.00
2005.10678	   0.63	   8.10	2005.00	 40.00
2005.10951	  -1.37	   8.10	2005.00	 41.00
2005.11225	  -0.46	   8.00	2005.00	 42.00
2005.11499	   2.44	   8.10	2005.00	 43.00
2005.11773	   4.14	   8.00	2005.00	 44.00
2005.12047	   2.95	   8.00	2005.00	 45.00
2005.12320	  -0.95	   8.00	2005.00	 46.00
2005.12594	  -5.84	   8.00	2005.00	 47.00
2005.12868	  -1.74	   8.10	2005.00	 48.00
2005.13142	  -0.74	   8.10	2005.00	 49.00
2005.13415	  -3.13	   8.00	2005.00	 50.00
2005.13689	  -0.43	   8.00	2005.00	 51.00
2005.13963	  -2.22	   8.10	2005.00	 52.00
2005.14237	  -2.82	   8.10	2005.00	 53.00
2005.14511	   2.68	   8.30	2005.00	 54.00
2005.14784	   1.69	   8.40	2005.00	 55.00
2005.15058	   0.19	   8.40	2005.00	 56.00
2005.15332	   2.40	   8.30	2005.00	 57.00
2005.15606	  -2.40	   8.30	2005.00	 58.00
2005.15880	   0.60	   8.10	2005.00	 59.00
2005.16153	   2.61	   8.10	2005.00	 60.00
2005.16427	   1.51	   8.10	2005.00	 61.00
2005.16701	   3.62	   8.50	2005.00	 62.00
2005.16975	  -0.28	   8.10	2005.00	 63.00
2005.17248	  -1.38	   8.30	2005.00	 64.00
2005.17522	  -0.37	   8.30	2005.00	 65.00
2005.17796	  -0.77	   8.50	2005.00	 66.00
2005.18070	  -0.56	   8.40	2005.00	 67.00
2005.18344	   4.04	   8.50	2005.00	 68.00
2005.18617	   1.14	   8.30	2005.00	 69.00
2005.18891	   1.65	   8.30	2005.00	 70.00
2005.19165	   0.45	   8.30	2005.00	 71.00
2005.19439	  -3.65	   8.10	2005.00	 72.00
2005.19713	   1.16	   8.10	2005.00	 73.00
2005.19986	   1.46	   8.30	2005.00	 74.00
2005.20260	   1.07	   8.40	2005.00	 75.00
2005.20534	   2.97	   8.10	2005.00	 76.00
2005.20808	   1.27	   8.10	2005.00	 77.00
2005.21081	   8.08	   8.30	2005.00	 78.00
2005.21355	  19.78	   8.30	2005.00	 79.00
2005.21629	  21.09	   8.50	2005.00	 80.00
2005.21903	  16.19	   8.30	2005.00	 81.00
2005.22177	  13.79	   8.10	2005.00	 82.00
2005.22450	   9.30	   8.10	2005.00	 83.00
2005.22724	   6.10	   8.40	2005.00	 84.00
2005.22998	   4.91	   8.30	2005.00	 85.00
2005.23272	  15.51	   8.50	2005.00	 86.00
2005.23819	  18.82	   9.00	2005.00	 88.00
2005.24093	  22.92	   8.50	2005.00	 89.00
2005.24367	  15.83	   8.90	2005.00	 90.00
2005.24641	  23.03	   8.90	2005.00	 91.00
2005.25188	  22.44	   9.00	2005.00	 93.00
2005.26010	  19.55	   8.90	2005.00	 96.00
2005.26283	   9.95	   8.80	2005.00	 97.00
2005.26557	   3.16	   8.50	2005.00	 98.00
2005.26831	  -4.54	   8.40	2005.00	 99.00
2005.27105	  -1.43	   8.40	2005.00	100.00
2005.27379	  -3.93	   8.40	2005.00	101.00
2005.27652	  -6.53	   8.40	2005.00	102.00
2005.27926	  -5.32	   8.70	2005.00	103.00
2005.28200	 -11.62	   8.70	2005.00	104.00
2005.28474	  -7.11	   8.40	2005.00	105.00
2005.28747	  -0.61	   8.30	2005.00	106.00
2005.29021	   1.29	   8.40	2005.00	107.00
2005.29295	  -4.00	   8.40	2005.00	108.00
2005.29569	  -3.50	   8.40	2005.00	109.00
2005.29843	  -5.49	   8.30	2005.00	110.00
2005.30116	  -6.79	   8.30	2005.00	111.00
2005.30390	  -6.49	   8.30	2005.00	112.00
2005.30664	  -3.88	   8.30	2005.00	113.00
2005.30938	  -5.58	   8.30	2005.00	114.00
2005.31211	  -7.87	   8.10	2005.00	115.00
2005.31485	  -4.47	   8.30	2005.00	116.00
2005.31759	  -4.57	   8.30	2005.00	117.00
2005.32033	  -1.66	   8.50	2005.00	118.00
2005.32307	  -4.86	   8.00	2005.00	119.00
2005.32580	  -3.05	   8.40	2005.00	120.00
2005.32854	  -2.05	   8.10	2005.00	121.00
2005.33128	  -7.15	   8.10	2005.00	122.00
2005.33402	  -7.34	   8.40	2005.00	123.00
2005.33676	  -0.94	   8.10	2005.00	124.00
2005.33949	  -1.13	   8.10	2005.00	125.00
2005.34223	  -7.13	   8.20	2005.00	126.00
2005.34497	  -4.73	   8.10	2005.00	127.00
2005.34771	  -6.12	   8.40	2005.00	128.00
2005.35044	  -7.12	   8.40	2005.00	129.00
2005.35318	  -5.31	   8.40	2005.00	130.00
2005.35592	  -6.81	   8.40	2005.00	131.00
2005.35866	  -7.21	   8.40	2005.00	132.00
2005.36140	  -5.90	   8.40	2005.00	133.00
2005.36413	  -8.40	   8.40	2005.00	134.00
2005.36687	   0.31	   8.90	2005.00	135.00
2005.36961	  -4.49	   8.40	2005.00	136.00
2005.37235	   0.31	   8.60	2005.00	137.00
2005.37509	  -5.58	   8.90	2005.00	138.00
2005.37782	  -0.38	   8.70	2005.00	139.00
2005.38056	  -0.37	   8.40	2005.00	140.00
2005.38330	  -6.97	   8.40	2005.00	141.00
2005.38604	  -2.27	   8.80	2005.00	142.00
2005.38877	  -7.76	   8.40	2005.00	143.00
2005.39151	 -14.76	   8.90	2005.00	144.00
2005.39425	  -8.66	   8.40	2005.00	145.00
2005.39699	 -10.65	   8.40	2005.00	146.00
2005.39973	  -5.75	   8.30	2005.00	147.00
2005.40246	  -6.94	   8.40	2005.00	148.00
2005.40520	  -9.74	   8.70	2005.00	149.00
2005.40794	 -16.54	   8.40	2005.00	150.00
2005.41068	  -8.63	   8.40	2005.00	151.00
2005.41342	  -1.23	   8.30	2005.00	152.00
2005.41615	  -9.82	   8.10	2005.00	153.00
2005.41889	 -11.02	   8.10	2005.00	154.00
2005.42163	  -5.42	   8.10	2005.00	155.00
2005.42437	  -6.01	   8.40	2005.00	156.00
2005.42710	  -6.91	   8.10	2005.00	157.00
2005.42984	  -8.70	   8.00	2005.00	158.00
2005.43258	  -7.90	   8.00	2005.00	159.00
2005.43532	  -9.90	   8.50	2005.00	160.00
2005.43806	  -6.39	   8.40	2005.00	161.00
2005.44079	 -11.69	   8.40	2005.00	162.00
2005.44353	  -9.88	   8.40	2005.00	163.00
2005.44627	  -5.68	   8.40	2005.00	164.00
2005.44901	 -12.38	   8.40	2005.00	165.00
2005.45448	  -8.77	   8.40	2005.00	167.00
2005.45722	  -5.46	   9.40	2005.00	168.00
2005.45996	  -9.76	   8.10	2005.00	169.00
2005.46270	 -12.86	   8.10	2005.00	170.00
2005.46543	  -9.95	   8.30	2005.00	171.00
2005.46817	 -10.05	   8.40	2005.00	172.00
2005.47091	 -17.44	   8.40	2005.00	173.00
2005.47365	 -10.74	   8.10	2005.00	174.00
2005.47639	  -9.14	   8.00	2005.00	175.00
