2006.73648	   7.56	   8.60	2006.00	270.00
2006.73922	  10.86	   8.60	2006.00	271.00
2006.74196	  15.36	   8.60	2006.00	272.00
2006.74470	  11.46	   8.60	2006.00	273.00
2006.74743	  10.87	   8.70	2006.00	274.00
2006.75017	   6.17	   8.90	2006.00	275.00
2006.75291	   6.07	   8.70	2006.00	276.00
2006.75565	  10.77	   8.70	2006.00	277.00
2006.75838	  17.87	   8.90	2006.00	278.00
2006.76112	   8.27	   9.10	2006.00	279.00
2006.76386	   2.37	   8.90	2006.00	280.00
2006.76660	   3.58	   9.40	2006.00	281.00
2006.76934	  -1.72	   8.80	2006.00	282.00
2006.77207	   3.68	   8.90	2006.00	283.00
2006.78029	  10.88	   8.40	2006.00	286.00
2006.78303	  11.08	   8.60	2006.00	287.00
2006.78576	  11.89	   9.30	2006.00	288.00
2006.78850	  13.09	   8.80	2006.00	289.00
2006.79124	  12.49	   8.40	2006.00	290.00
2006.79398	   6.99	   8.60	2006.00	291.00
2006.79671	  -0.31	   8.90	2006.00	292.00
2006.79945	   7.89	   8.90	2006.00	293.00
2006.80219	   6.20	   8.70	2006.00	294.00
2006.80493	   5.00	   8.40	2006.00	295.00
2006.80767	   7.10	   8.60	2006.00	296.00
2006.81040	  11.90	   9.10	2006.00	297.00
2006.81314	   9.90	   9.40	2006.00	298.00
2006.81588	  10.60	   9.10	2006.00	299.00
2006.81862	   4.80	   8.70	2006.00	300.00
2006.82136	   5.91	   8.40	2006.00	301.00
2006.82409	   8.01	   8.90	2006.00	302.00
2006.82683	   7.11	   8.90	2006.00	303.00
2006.82957	   2.41	   8.70	2006.00	304.00
2006.83231	   5.51	   8.80	2006.00	305.00
2006.83504	   5.31	   8.60	2006.00	306.00
2006.83778	   8.61	   9.00	2006.00	307.00
2006.84052	   0.52	   8.80	2006.00	308.00
2006.84326	  -0.38	   9.20	2006.00	309.00
2006.84600	  -6.38	   8.90	2006.00	310.00
2006.84873	  -0.38	   8.90	2006.00	311.00
2006.85147	   2.12	   8.90	2006.00	312.00
2006.85421	   0.32	   8.90	2006.00	313.00
2006.85695	  -2.58	   8.90	2006.00	314.00
2006.85969	  -0.27	   8.90	2006.00	315.00
2006.86242	  -4.77	   8.90	2006.00	316.00
2006.86516	   2.03	   9.10	2006.00	317.00
2006.86790	   2.63	   8.90	2006.00	318.00
2006.87064	   1.83	   9.20	2006.00	319.00
2006.87337	   2.33	   8.90	2006.00	320.00
2006.87611	  -1.77	   8.70	2006.00	321.00
2006.87885	  -3.16	   8.70	2006.00	322.00
2006.88159	  -5.06	   8.90	2006.00	323.00
2006.88433	  -0.16	   8.90	2006.00	324.00
2006.88706	   4.04	   8.70	2006.00	325.00
2006.88980	   3.14	   8.70	2006.00	326.00
2006.89254	   4.94	   8.90	2006.00	327.00
2006.89528	   2.45	   8.90	2006.00	328.00
2006.89802	   0.75	   8.40	2006.00	329.00
2006.90075	  -3.75	   8.70	2006.00	330.00
2006.90349	   4.85	   8.60	2006.00	331.00
2006.90623	   1.95	   8.50	2006.00	332.00
2006.90897	   0.45	   8.40	2006.00	333.00
2006.91170	   4.95	   8.40	2006.00	334.00
2006.91444	   1.66	   8.40	2006.00	335.00
2006.91718	  -7.14	   8.40	2006.00	336.00
2006.92266	  -5.74	   8.90	2006.00	338.00
2006.92539	  -9.54	   8.90	2006.00	339.00
2006.93087	  -3.74	   8.60	2006.00	341.00
2006.93361	  -3.63	   9.40	2006.00	342.00
2006.93634	  -2.53	   8.90	2006.00	343.00
2006.93908	  -3.43	   8.90	2006.00	344.00
2006.94182	  -0.73	   8.90	2006.00	345.00
2006.94456	  -5.33	   8.90	2006.00	346.00
2006.94730	   0.17	   9.00	2006.00	347.00
2006.95003	  -3.33	   9.00	2006.00	348.00
2006.95277	  -0.82	   9.40	2006.00	349.00
2006.95551	  -7.82	   8.90	2006.00	350.00
2006.95825	  -5.42	   8.90	2006.00	351.00
2006.96099	  -7.42	   9.00	2006.00	352.00
2006.96372	  -7.12	   9.20	2006.00	353.00
2006.96646	  -7.12	   9.00	2006.00	354.00
2006.96920	   2.18	   9.00	2006.00	355.00
2006.97194	  -5.91	   8.90	2006.00	356.00
2006.97467	  -6.11	   9.00	2006.00	357.00
2006.97741	  -3.41	   8.90	2006.00	358.00
2006.98015	  -4.61	   9.00	2006.00	359.00
2006.98289	  -5.41	   9.00	2006.00	360.00
2006.98563	  -0.41	   9.50	2006.00	361.00
2006.98836	  -9.51	   9.30	2006.00	362.00
2006.99110	 -12.00	   9.70	2006.00	363.00
2006.99384	  -8.30	   8.90	2006.00	364.00
2006.99658	 -12.30	   9.00	2006.00	365.00
2007.00000	  -6.30	   9.40	2007.00	  1.00
2007.00274	  -7.40	   9.50	2007.00	  2.00
2007.00548	  -5.90	   8.90	2007.00	  3.00
2007.00821	  -7.49	   8.90	2007.00	  4.00
2007.01095	  -7.89	   8.90	2007.00	  5.00
2007.01369	  -3.19	   8.90	2007.00	  6.00
2007.01643	  -8.49	   9.40	2007.00	  7.00
2007.01916	 -15.49	   8.90	2007.00	  8.00
2007.02190	 -13.69	   8.90	2007.00	  9.00
2007.02464	  -7.49	   8.90	2007.00	 10.00
2007.02738	  -9.38	   8.90	2007.00	 11.00
2007.03012	 -14.08	   8.90	2007.00	 12.00
2007.03285	 -11.88	   8.60	2007.00	 13.00
2007.03559	 -16.48	   8.60	2007.00	 14.00
